mun,mun_name,gender,year,n_orp
15226,Cuítiva,Female,2015,0
15232,Chíquiza,Female,2015,2
15236,Chivor,Female,2015,2
15238,Duitama,Female,2015,33
15244,El Cocuy,Female,2015,0
15248,El Espino,Female,2015,1
15272,Firavitoba,Female,2015,2
15276,Floresta,Female,2015,0
15293,Gachantivá,Female,2015,0
15296,Gámeza,Female,2015,2
15299,Garagoa,Female,2015,3
15317,Guacamayas,Female,2015,0
15322,Guateque,Female,2015,4
15325,Guayatá,Female,2015,0
15332,Güicán De La Sierra,Female,2015,0
15362,Iza,Female,2015,0
15367,Jenesano,Female,2015,0
15368,Jericó,Female,2015,2
15377,Labranzagrande,Female,2015,1
15380,La Capilla,Female,2015,0
15401,La Victoria,Female,2015,0
15403,La Uvita,Female,2015,1
15407,Villa De Leyva,Female,2015,4
15425,Macanal,Female,2015,0
15442,Maripí,Female,2015,0
15455,Miraflores,Female,2015,2
15464,Mongua,Female,2015,3
15466,Monguí,Female,2015,1
15469,Moniquirá,Female,2015,8
15476,Motavita,Female,2015,1
15480,Muzo,Female,2015,0
15491,Nobsa,Female,2015,0
15494,Nuevo Colón,Female,2015,3
15500,Oicatá,Female,2015,0
15507,Otanche,Female,2015,0
15511,Pachavita,Female,2015,0
15514,Páez,Female,2015,1
15516,Paipa,Female,2015,9
15518,Pajarito,Female,2015,0
15522,Panqueba,Female,2015,0
15531,Pauna,Female,2015,0
15533,Paya,Female,2015,0
15537,Paz De Río,Female,2015,0
15542,Pesca,Female,2015,1
15550,Pisba,Female,2015,0
15572,Puerto Boyacá,Female,2015,14
15580,Quípama,Female,2015,1
15599,Ramiriquí,Female,2015,3
15600,Ráquira,Female,2015,0
15621,Rondón,Female,2015,0
15632,Saboyá,Female,2015,1
15638,Sáchica,Female,2015,2
15646,Samacá,Female,2015,6
15660,San Eduardo,Female,2015,0
15664,San José De Pare,Female,2015,2
15667,San Luis De Gaceno,Female,2015,3
15673,San Mateo,Female,2015,1
15676,San Miguel De Sema,Female,2015,0
15681,San Pablo De Borbur,Female,2015,0
15686,Santana,Female,2015,5
15690,Santa María,Female,2015,0
15693,Santa Rosa De Viterbo,Female,2015,3
15696,Santa Sofía,Female,2015,0
15720,Sativanorte,Female,2015,0
15723,Sativasur,Female,2015,1
15740,Siachoque,Female,2015,1
15753,Soatá,Female,2015,5
15755,Socotá,Female,2015,7
15757,Socha,Female,2015,1
15759,Sogamoso,Female,2015,28
15761,Somondoco,Female,2015,0
15762,Sora,Female,2015,1
15763,Sotaquirá,Female,2015,3
15764,Soracá,Female,2015,0
15774,Susacón,Female,2015,0
15776,Sutamarchán,Female,2015,0
15778,Sutatenza,Female,2015,0
15790,Tasco,Female,2015,2
15798,Tenza,Female,2015,1
15804,Tibaná,Female,2015,2
15806,Tibasosa,Female,2015,1
15808,Tinjacá,Female,2015,0
15810,Tipacoque,Female,2015,1
15814,Toca,Female,2015,2
15816,Togüí,Female,2015,0
15820,Tópaga,Female,2015,1
15822,Tota,Female,2015,0
15832,Tununguá,Female,2015,0
15835,Turmequé,Female,2015,1
15837,Tuta,Female,2015,1
15839,Tutazá,Female,2015,1
15842,Úmbita,Female,2015,0
15861,Ventaquemada,Female,2015,3
15879,Viracachá,Female,2015,0
15897,Zetaquira,Female,2015,2
17001,Manizales,Female,2015,69
17013,Aguadas,Female,2015,8
17042,Anserma,Female,2015,14
17050,Aranzazu,Female,2015,3
17088,Belalcázar,Female,2015,2
17174,Chinchiná,Female,2015,18
17272,Filadelfia,Female,2015,1
17380,La Dorada,Female,2015,26
17388,La Merced,Female,2015,2
17433,Manzanares,Female,2015,5
17442,Marmato,Female,2015,3
17444,Marquetalia,Female,2015,3
17446,Marulanda,Female,2015,0
17486,Neira,Female,2015,6
17495,Norcasia,Female,2015,2
17513,Pácora,Female,2015,4
17524,Palestina,Female,2015,1
17541,Pensilvania,Female,2015,4
17614,Riosucio,Female,2015,9
17616,Risaralda,Female,2015,5
17653,Salamina,Female,2015,7
17662,Samaná,Female,2015,6
17665,San José,Female,2015,1
17777,Supía,Female,2015,14
17867,Victoria,Female,2015,4
17873,Villamaría,Female,2015,8
17877,Viterbo,Female,2015,3
18001,Florencia,Female,2015,75
18029,Albania,Female,2015,4
18094,Belén De Los Andaquíes,Female,2015,1
18150,Cartagena Del Chairá,Female,2015,13
18205,Curillo,Female,2015,9
18247,El Doncello,Female,2015,7
18256,El Paujíl,Female,2015,2
18410,La Montañita,Female,2015,2
18460,Milán,Female,2015,1
18479,Morelia,Female,2015,0
18592,Puerto Rico,Female,2015,4
18610,San José Del Fragua,Female,2015,8
18753,San Vicente Del Caguán,Female,2015,31
18785,Solita,Female,2015,2
18860,Valparaíso,Female,2015,4
19001,Popayán,Female,2015,73
19022,Almaguer,Female,2015,5
19050,Argelia,Female,2015,3
19075,Balboa,Female,2015,3
19100,Bolívar,Female,2015,4
19110,Buenos Aires,Female,2015,7
19130,Cajibío,Female,2015,8
19137,Caldono,Female,2015,7
19142,Caloto,Female,2015,7
19212,Corinto,Female,2015,15
19256,El Tambo,Female,2015,14
19290,Florencia,Female,2015,1
19300,Guachené,Female,2015,1
19318,Guapi,Female,2015,8
19355,Inzá,Female,2015,9
19364,Jambaló,Female,2015,1
19392,La Sierra,Female,2015,1
19397,La Vega,Female,2015,1
19418,López De Micay,Female,2015,1
19450,Mercaderes,Female,2015,8
19455,Miranda,Female,2015,3
19473,Morales,Female,2015,12
19513,Padilla,Female,2015,1
19517,Páez,Female,2015,11
19532,Patía,Female,2015,12
19533,Piamonte,Female,2015,0
19548,Piendamó - Tunía,Female,2015,4
19573,Puerto Tejada,Female,2015,23
19585,Puracé,Female,2015,4
19622,Rosas,Female,2015,1
19693,San Sebastián,Female,2015,1
19698,Santander De Quilichao,Female,2015,35
19701,Santa Rosa,Female,2015,1
19743,Silvia,Female,2015,7
19760,Sotará - Paispamba,Female,2015,0
19780,Suárez,Female,2015,4
19785,Sucre,Female,2015,0
19807,Timbío,Female,2015,8
19809,Timbiquí,Female,2015,3
19821,Toribío,Female,2015,4
19824,Totoró,Female,2015,0
19845,Villa Rica,Female,2015,4
20001,Valledupar,Female,2015,206
20011,Aguachica,Female,2015,29
20013,Agustín Codazzi,Female,2015,14
20032,Astrea,Female,2015,1
20045,Becerril,Female,2015,0
20060,Bosconia,Female,2015,4
20175,Chimichagua,Female,2015,4
20178,Chiriguaná,Female,2015,8
20228,Curumaní,Female,2015,18
20238,El Copey,Female,2015,10
20250,El Paso,Female,2015,6
20295,Gamarra,Female,2015,1
20310,González,Female,2015,0
20383,La Gloria,Female,2015,4
20400,La Jagua De Ibirico,Female,2015,10
20443,Manaure Balcón Del Cesar,Female,2015,2
20517,Pailitas,Female,2015,0
20550,Pelaya,Female,2015,2
20570,Pueblo Bello,Female,2015,2
20614,Río De Oro,Female,2015,6
20621,La Paz,Female,2015,5
20710,San Alberto,Female,2015,3
20750,San Diego,Female,2015,2
20770,San Martín,Female,2015,10
20787,Tamalameque,Female,2015,9
23001,Montería,Female,2015,157
23068,Ayapel,Female,2015,16
23079,Buenavista,Female,2015,1
23090,Canalete,Female,2015,6
23162,Cereté,Female,2015,21
23168,Chimá,Female,2015,0
23182,Chinú,Female,2015,7
23189,Ciénaga De Oro,Female,2015,14
23300,Cotorra,Female,2015,0
23350,La Apartada,Female,2015,1
23417,Lorica,Female,2015,36
23419,Los Córdobas,Female,2015,3
23464,Momil,Female,2015,7
23466,Montelíbano,Female,2015,10
23500,Moñitos,Female,2015,8
23555,Planeta Rica,Female,2015,21
23570,Pueblo Nuevo,Female,2015,6
23574,Puerto Escondido,Female,2015,4
23580,Puerto Libertador,Female,2015,5
23586,Purísima De La Concepción,Female,2015,2
23660,Sahagún,Female,2015,38
23670,San Andrés De Sotavento,Female,2015,3
23672,San Antero,Female,2015,10
23675,San Bernardo Del Viento,Female,2015,7
23678,San Carlos,Female,2015,6
23682,San José De Uré,Female,2015,0
23686,San Pelayo,Female,2015,3
23807,Tierralta,Female,2015,22
23815,Tuchín,Female,2015,3
23855,Valencia,Female,2015,7
25001,Agua De Dios,Female,2015,3
25019,Albán,Female,2015,0
25035,Anapoima,Female,2015,5
25040,Anolaima,Female,2015,3
25053,Arbeláez,Female,2015,3
25086,Beltrán,Female,2015,0
25095,Bituima,Female,2015,0
25099,Bojacá,Female,2015,1
25120,Cabrera,Female,2015,1
25123,Cachipay,Female,2015,0
25126,Cajicá,Female,2015,8
25148,Caparrapí,Female,2015,2
25151,Cáqueza,Female,2015,6
25154,Carmen De Carupa,Female,2015,2
25168,Chaguaní,Female,2015,1
25175,Chía,Female,2015,24
25178,Chipaque,Female,2015,0
25181,Choachí,Female,2015,2
25183,Chocontá,Female,2015,9
25200,Cogua,Female,2015,2
25214,Cota,Female,2015,3
25224,Cucunubá,Female,2015,0
25245,El Colegio,Female,2015,4
25258,El Peñón,Female,2015,2
25260,El Rosal,Female,2015,0
25269,Facatativá,Female,2015,25
25279,Fómeque,Female,2015,0
25281,Fosca,Female,2015,5
25286,Funza,Female,2015,19
25288,Fúquene,Female,2015,0
25290,Fusagasugá,Female,2015,45
25293,Gachalá,Female,2015,1
25295,Gachancipá,Female,2015,2
25297,Gachetá,Female,2015,1
25299,Gama,Female,2015,1
25307,Girardot,Female,2015,32
25312,Granada,Female,2015,0
25317,Guachetá,Female,2015,2
25320,Guaduas,Female,2015,6
25322,Guasca,Female,2015,2
25324,Guataquí,Female,2015,3
25326,Guatavita,Female,2015,1
25328,Guayabal De Síquima,Female,2015,1
25335,Guayabetal,Female,2015,0
25339,Gutiérrez,Female,2015,0
25368,Jerusalén,Female,2015,0
25372,Junín,Female,2015,1
25377,La Calera,Female,2015,3
25386,La Mesa,Female,2015,7
25394,La Palma,Female,2015,2
25398,La Peña,Female,2015,0
25402,La Vega,Female,2015,2
25407,Lenguazaque,Female,2015,2
25426,Machetá,Female,2015,0
25430,Madrid,Female,2015,28
25436,Manta,Female,2015,0
25438,Medina,Female,2015,2
25473,Mosquera,Female,2015,13
25483,Nariño,Female,2015,0
25486,Nemocón,Female,2015,3
25488,Nilo,Female,2015,0
25489,Nimaima,Female,2015,0
25491,Nocaima,Female,2015,2
25506,Venecia,Female,2015,0
25513,Pacho,Female,2015,13
25518,Paime,Female,2015,0
25524,Pandi,Female,2015,0
25530,Paratebueno,Female,2015,7
25535,Pasca,Female,2015,0
25572,Puerto Salgar,Female,2015,4
25580,Pulí,Female,2015,1
25592,Quebradanegra,Female,2015,0
25594,Quetame,Female,2015,3
25596,Quipile,Female,2015,0
25599,Apulo,Female,2015,0
25612,Ricaurte,Female,2015,3
25645,San Antonio Del Tequendama,Female,2015,0
25649,San Bernardo,Female,2015,0
25653,San Cayetano,Female,2015,0
25658,San Francisco,Female,2015,2
25662,San Juan De Rioseco,Female,2015,2
25718,Sasaima,Female,2015,2
25736,Sesquilé,Female,2015,1
25740,Sibaté,Female,2015,10
25743,Silvania,Female,2015,2
25745,Simijaca,Female,2015,2
25754,Soacha,Female,2015,100
25758,Sopó,Female,2015,3
25769,Subachoque,Female,2015,2
25772,Suesca,Female,2015,1
25777,Supatá,Female,2015,0
25779,Susa,Female,2015,1
25781,Sutatausa,Female,2015,1
25785,Tabio,Female,2015,4
25793,Tausa,Female,2015,1
25797,Tena,Female,2015,0
25799,Tenjo,Female,2015,4
25805,Tibacuy,Female,2015,1
25807,Tibirita,Female,2015,0
25815,Tocaima,Female,2015,4
25817,Tocancipá,Female,2015,7
25823,Topaipí,Female,2015,1
25839,Ubalá,Female,2015,1
25841,Ubaque,Female,2015,2
25843,Villa De San Diego De Ubaté,Female,2015,5
25845,Une,Female,2015,0
25851,Útica,Female,2015,1
25862,Vergara,Female,2015,0
25867,Vianí,Female,2015,2
25871,Villagómez,Female,2015,1
25873,Villapinzón,Female,2015,4
25875,Villeta,Female,2015,14
25878,Viotá,Female,2015,0
25885,Yacopí,Female,2015,1
25898,Zipacón,Female,2015,0
25899,Zipaquirá,Female,2015,25
27001,Quibdó,Female,2015,65
27006,Acandí,Female,2015,6
27025,Alto Baudó,Female,2015,0
27050,Atrato,Female,2015,1
27073,Bagadó,Female,2015,2
27075,Bahía Solano,Female,2015,0
27077,Bajo Baudó,Female,2015,0
27099,Bojayá,Female,2015,0
27135,El Cantón Del San Pablo,Female,2015,1
27160,Cértegui,Female,2015,0
27205,Condoto,Female,2015,2
27245,El Carmen De Atrato,Female,2015,0
27250,El Litoral Del San Juan,Female,2015,0
27361,Istmina,Female,2015,6
27372,Juradó,Female,2015,0
27413,Lloró,Female,2015,1
27425,Medio Atrato,Female,2015,0
27430,Medio Baudó,Female,2015,0
27450,Medio San Juan,Female,2015,1
27491,Nóvita,Female,2015,1
27495,Nuquí,Female,2015,0
27580,Río Iró,Female,2015,0
27600,Río Quito,Female,2015,2
27615,Riosucio,Female,2015,3
27660,San José Del Palmar,Female,2015,2
27745,Sipí,Female,2015,0
27787,Tadó,Female,2015,6
27800,Unguía,Female,2015,3
27810,Unión Panamericana,Female,2015,1
41001,Neiva,Female,2015,134
41006,Acevedo,Female,2015,11
41013,Agrado,Female,2015,5
41016,Aipe,Female,2015,4
41020,Algeciras,Female,2015,10
41026,Altamira,Female,2015,1
41078,Baraya,Female,2015,4
41132,Campoalegre,Female,2015,4
41206,Colombia,Female,2015,1
41244,Elías,Female,2015,3
41298,Garzón,Female,2015,26
41306,Gigante,Female,2015,9
41319,Guadalupe,Female,2015,4
41349,Hobo,Female,2015,4
41357,Íquira,Female,2015,0
41359,Isnos,Female,2015,7
41378,La Argentina,Female,2015,8
41396,La Plata,Female,2015,33
41483,Nátaga,Female,2015,4
41503,Oporapa,Female,2015,13
41518,Paicol,Female,2015,0
41524,Palermo,Female,2015,4
41530,Palestina,Female,2015,3
41548,Pital,Female,2015,4
41551,Pitalito,Female,2015,43
41615,Rivera,Female,2015,3
41660,Saladoblanco,Female,2015,2
41668,San Agustín,Female,2015,12
41676,Santa María,Female,2015,2
41770,Suaza,Female,2015,7
41791,Tarqui,Female,2015,7
41797,Tesalia,Female,2015,5
41799,Tello,Female,2015,0
41801,Teruel,Female,2015,5
41807,Timaná,Female,2015,6
41872,Villavieja,Female,2015,2
41885,Yaguará,Female,2015,3
44001,Riohacha,Female,2015,76
44035,Albania,Female,2015,1
44078,Barrancas,Female,2015,3
44090,Dibulla,Female,2015,4
44098,Distracción,Female,2015,1
44110,El Molino,Female,2015,1
44279,Fonseca,Female,2015,4
44378,Hatonuevo,Female,2015,3
44420,La Jagua Del Pilar,Female,2015,0
44430,Maicao,Female,2015,70
44560,Manaure,Female,2015,5
44650,San Juan Del Cesar,Female,2015,20
44847,Uribia,Female,2015,4
44855,Urumita,Female,2015,2
44874,Villanueva,Female,2015,9
47001,Santa Marta,Female,2015,186
47030,Algarrobo,Female,2015,3
47053,Aracataca,Female,2015,2
47058,Ariguaní,Female,2015,4
47161,Cerro De San Antonio,Female,2015,5
47170,Chivolo,Female,2015,1
47189,Ciénaga,Female,2015,34
47205,Concordia,Female,2015,1
47245,El Banco,Female,2015,12
47258,El Piñón,Female,2015,2
47268,El Retén,Female,2015,1
47288,Fundación,Female,2015,16
47318,Guamal,Female,2015,8
47460,Nueva Granada,Female,2015,3
47541,Pedraza,Female,2015,2
47545,Pijiño Del Carmen,Female,2015,0
47551,Pivijay,Female,2015,5
47555,Plato,Female,2015,9
47570,Puebloviejo,Female,2015,5
47605,Remolino,Female,2015,1
47660,Sabanas De San Ángel,Female,2015,0
47675,Salamina,Female,2015,2
47692,San Sebastián De Buenavista,Female,2015,8
47703,San Zenón,Female,2015,0
47707,Santa Ana,Female,2015,5
47720,Santa Bárbara De Pinto,Female,2015,1
47745,Sitionuevo,Female,2015,5
47798,Tenerife,Female,2015,3
47960,Zapayán,Female,2015,0
47980,Zona Bananera,Female,2015,18
50001,Villavicencio,Female,2015,212
50006,Acacías,Female,2015,23
50110,Barranca De Upía,Female,2015,2
50124,Cabuyaro,Female,2015,0
50150,Castilla La Nueva,Female,2015,5
50223,Cubarral,Female,2015,4
50226,Cumaral,Female,2015,11
50245,El Calvario,Female,2015,0
50251,El Castillo,Female,2015,2
50270,El Dorado,Female,2015,0
50287,Fuente De Oro,Female,2015,6
50313,Granada,Female,2015,27
50318,Guamal,Female,2015,1
50330,Mesetas,Female,2015,13
50350,La Macarena,Female,2015,9
50370,Uribe,Female,2015,2
50400,Lejanías,Female,2015,1
50450,Puerto Concordia,Female,2015,1
50568,Puerto Gaitán,Female,2015,29
50573,Puerto López,Female,2015,19
50577,Puerto Lleras,Female,2015,1
50590,Puerto Rico,Female,2015,4
50606,Restrepo,Female,2015,6
50680,San Carlos De Guaroa,Female,2015,6
50683,San Juan De Arama,Female,2015,2
50686,San Juanito,Female,2015,0
50689,San Martín,Female,2015,8
50711,Vistahermosa,Female,2015,7
52001,Pasto,Female,2015,101
52019,Albán,Female,2015,0
52022,Aldana,Female,2015,1
52036,Ancuya,Female,2015,0
52051,Arboleda,Female,2015,1
52079,Barbacoas,Female,2015,5
52083,Belén,Female,2015,1
52110,Buesaco,Female,2015,2
52203,Colón,Female,2015,1
52207,Consacá,Female,2015,1
52210,Contadero,Female,2015,3
52215,Córdoba,Female,2015,3
52224,Cuaspud Carlosama,Female,2015,1
52227,Cumbal,Female,2015,8
52233,Cumbitara,Female,2015,3
52240,Chachagüí,Female,2015,4
52250,El Charco,Female,2015,3
52254,El Peñol,Female,2015,0
52256,El Rosario,Female,2015,0
52258,El Tablón De Gómez,Female,2015,2
52260,El Tambo,Female,2015,6
52287,Funes,Female,2015,0
52317,Guachucal,Female,2015,1
52320,Guaitarilla,Female,2015,3
52323,Gualmatán,Female,2015,0
52352,Iles,Female,2015,1
52354,Imués,Female,2015,1
52356,Ipiales,Female,2015,26
52378,La Cruz,Female,2015,5
52381,La Florida,Female,2015,1
52385,La Llanada,Female,2015,5
52390,La Tola,Female,2015,1
52399,La Unión,Female,2015,8
52405,Leiva,Female,2015,1
52411,Linares,Female,2015,1
52418,Los Andes,Female,2015,1
52427,Magüí,Female,2015,0
52435,Mallama,Female,2015,1
52473,Mosquera,Female,2015,0
52480,Nariño,Female,2015,0
52490,Olaya Herrera,Female,2015,4
52506,Ospina,Female,2015,1
52520,Francisco Pizarro,Female,2015,1
52540,Policarpa,Female,2015,3
52560,Potosí,Female,2015,5
52565,Providencia,Female,2015,0
52573,Puerres,Female,2015,0
52585,Pupiales,Female,2015,1
52612,Ricaurte,Female,2015,4
52621,Roberto Payán,Female,2015,0
52678,Samaniego,Female,2015,3
52683,Sandoná,Female,2015,2
52685,San Bernardo,Female,2015,0
52687,San Lorenzo,Female,2015,2
52693,San Pablo,Female,2015,0
52694,San Pedro De Cartago,Female,2015,0
52696,Santa Bárbara,Female,2015,1
52699,Santacruz,Female,2015,0
52720,Sapuyes,Female,2015,1
52786,Taminango,Female,2015,1
52788,Tangua,Female,2015,2
52835,San Andrés De Tumaco,Female,2015,60
52838,Túquerres,Female,2015,8
52885,Yacuanquer,Female,2015,5
54001,San José De Cúcuta,Female,2015,219
54003,Ábrego,Female,2015,5
54051,Arboledas,Female,2015,1
54099,Bochalema,Female,2015,1
54109,Bucarasica,Female,2015,0
54125,Cácota,Female,2015,0
54128,Cáchira,Female,2015,0
54172,Chinácota,Female,2015,3
54174,Chitagá,Female,2015,0
54206,Convención,Female,2015,6
54223,Cucutilla,Female,2015,0
54239,Durania,Female,2015,2
54245,El Carmen,Female,2015,2
54250,El Tarra,Female,2015,3
54261,El Zulia,Female,2015,4
54313,Gramalote,Female,2015,1
54344,Hacarí,Female,2015,1
54347,Herrán,Female,2015,0
54377,Labateca,Female,2015,2
54385,La Esperanza,Female,2015,3
54398,La Playa,Female,2015,1
54405,Los Patios,Female,2015,11
54418,Lourdes,Female,2015,0
54480,Mutiscua,Female,2015,1
54498,Ocaña,Female,2015,29
54518,Pamplona,Female,2015,7
54520,Pamplonita,Female,2015,0
54553,Puerto Santander,Female,2015,4
